"BasinName","Mosaic","MosaicDateStart","MosaicDateEnd","ObservedArea","ObservedAreaWater","PercentObserved","PercentWater","EstimatedAreaWater","Threshold"
"Colusa","L8_valley_20160401to20160409_water.tif","2016-04-01","2016-04-09",405334800,7608600,8.72112234172559,1.87711491833418,87243358.1581259,0.07897201
"Delta","L8_valley_20160401to20160409_water.tif","2016-04-01","2016-04-09",4734778500,105799800,69.3804401945332,2.23452480406422,152492258.197486,0.07897201
"San Joaquin","L8_valley_20160401to20160409_water.tif","2016-04-01","2016-04-09",11514109500,413676900,99.9785715648761,3.59278240318976,413765563.485336,0.07897201
"Suisun","L8_valley_20160401to20160409_water.tif","2016-04-01","2016-04-09",0,NA,NA,NA,NA,0.07897201
"Sutter","L8_valley_20160401to20160409_water.tif","2016-04-01","2016-04-09",0,NA,NA,NA,NA,0.07897201
"Tulare","L8_valley_20160401to20160409_water.tif","2016-04-01","2016-04-09",1805923800,75135600,6.69536274618593,4.16050776893244,1122203573.55248,0.07897201
"Yolo","L8_valley_20160401to20160409_water.tif","2016-04-01","2016-04-09",0,NA,NA,NA,NA,0.07897201
"American","L8_valley_20160408to20160417_water.tif","2016-04-08","2016-04-17",409549500,7236900,19.4863611542157,1.76703914911384,37138283.2470718,0.07897201
"Butte","L8_valley_20160408to20160417_water.tif","2016-04-08","2016-04-17",766923300,51821100,31.1838795758266,6.75701207669659,166179130.707557,0.07897201
"Colusa","L8_valley_20160408to20160417_water.tif","2016-04-08","2016-04-17",405334800,7608600,8.72112234172559,1.87711491833418,87243358.1581259,0.07897201
"Delta","L8_valley_20160408to20160417_water.tif","2016-04-08","2016-04-17",4696335000,108724500,68.8171135357214,2.31509251363031,157990497.441546,0.07897201
"San Joaquin","L8_valley_20160408to20160417_water.tif","2016-04-08","2016-04-17",10993779900,297000450,95.4604792060252,2.70153170885293,311123988.1365,0.07897201
"Suisun","L8_valley_20160408to20160417_water.tif","2016-04-08","2016-04-17",0,NA,NA,NA,NA,0.07897201
"Sutter","L8_valley_20160408to20160417_water.tif","2016-04-08","2016-04-17",0,NA,NA,NA,NA,0.07897201
"Tulare","L8_valley_20160408to20160417_water.tif","2016-04-08","2016-04-17",1566162900,34921800,5.80646245158213,2.22976805286347,601429877.334083,0.07897201
"Yolo","L8_valley_20160408to20160417_water.tif","2016-04-08","2016-04-17",0,NA,NA,NA,NA,0.07897201
"American","L8_valley_20160417to20160425_water.tif","2016-04-17","2016-04-25",1332760500,63032400,63.4127313916221,4.72946189506667,99400228.6555467,0.07897201
"Butte","L8_valley_20160417to20160425_water.tif","2016-04-17","2016-04-25",1852383600,196171200,75.3197967914603,10.5902038864952,260451047.874099,0.07897201
"Colusa","L8_valley_20160417to20160425_water.tif","2016-04-17","2016-04-25",3319283700,272836800,71.4172067994053,8.21974933929269,382032303.176371,0.07897201
"Delta","L8_valley_20160417to20160425_water.tif","2016-04-17","2016-04-25",5032232100,143551500,73.7391365317427,2.8526406800672,194674777.535814,0.07897201
"San Joaquin","L8_valley_20160417to20160425_water.tif","2016-04-17","2016-04-25",10999501200,292553550,95.5101580284729,2.65969833250257,306306215.002582,0.07897201
"Suisun","L8_valley_20160417to20160425_water.tif","2016-04-17","2016-04-25",3034800,1055250,0.492919728909997,34.7716488730724,214081510.255939,0.07897201
"Sutter","L8_valley_20160417to20160425_water.tif","2016-04-17","2016-04-25",600950700,89640900,62.5708250253486,14.9165147823274,143263094.203544,0.07897201
"Tulare","L8_valley_20160417to20160425_water.tif","2016-04-17","2016-04-25",15092678700,126867150,55.9552727020563,0.840587363726228,226729571.448121,0.07897201
"Yolo","L8_valley_20160417to20160425_water.tif","2016-04-17","2016-04-25",525564900,43494300,25.5639268410497,8.27572389252022,170139354.061045,0.07897201
"American","L8_valley_20160424to20160503_water.tif","2016-04-24","2016-05-03",1332760500,63032400,63.4127313916221,4.72946189506667,99400228.6555467,0.07897201
"Butte","L8_valley_20160424to20160503_water.tif","2016-04-24","2016-05-03",1852383600,196171200,75.3197967914603,10.5902038864952,260451047.874099,0.07897201
"Colusa","L8_valley_20160424to20160503_water.tif","2016-04-24","2016-05-03",3319283700,272836800,71.4172067994053,8.21974933929269,382032303.176371,0.07897201
"Delta","L8_valley_20160424to20160503_water.tif","2016-04-24","2016-05-03",3122415900,88261350,45.7539016054097,2.82670063267357,192904532.516555,0.07897201
"San Joaquin","L8_valley_20160424to20160503_water.tif","2016-04-24","2016-05-03",2246866200,9780300,19.5098433946109,0.435286266712277,50130079.4792724,0.07897201
"Suisun","L8_valley_20160424to20160503_water.tif","2016-04-24","2016-05-03",3034800,1055250,0.492919728909997,34.7716488730724,214081510.255939,0.07897201
"Sutter","L8_valley_20160424to20160503_water.tif","2016-04-24","2016-05-03",600950700,89640900,62.5708250253486,14.9165147823274,143263094.203544,0.07897201
"Tulare","L8_valley_20160424to20160503_water.tif","2016-04-24","2016-05-03",14513827500,100760850,53.8092138483744,0.694240371810951,187255755.64796,0.07897201
"Yolo","L8_valley_20160424to20160503_water.tif","2016-04-24","2016-05-03",525564900,43494300,25.5639268410497,8.27572389252022,170139354.061045,0.07897201
"American","L8_valley_20160503to20160511_water.tif","2016-05-03","2016-05-11",1997040600,274826700,95.019171971231,13.7616981848041,289232893.003119,0.07897201
"Butte","L8_valley_20160503to20160511_water.tif","2016-05-03","2016-05-11",1861588800,441718200,75.6940895639858,23.7280219992729,583557055.173517,0.07897201
"Colusa","L8_valley_20160503to20160511_water.tif","2016-05-03","2016-05-11",3597516900,625129200,77.4036303108576,17.3766855688711,807622584.999494,0.07897201
"Delta","L8_valley_20160503to20160511_water.tif","2016-05-03","2016-05-11",6159757500,313619850,90.2611783933667,5.09143176496802,347458182.556863,0.07897201
"San Joaquin","L8_valley_20160503to20160511_water.tif","2016-05-03","2016-05-11",2407032000,19151550,20.9005847192045,0.795649995513146,91631646.948148,0.07897201
"Suisun","L8_valley_20160503to20160511_water.tif","2016-05-03","2016-05-11",603591300,144777600,98.0367931884911,23.9860316078114,147676801.016576,0.07897201
"Sutter","L8_valley_20160503to20160511_water.tif","2016-05-03","2016-05-11",920781900,198207900,95.8715634267636,21.5260421604725,206743160.240013,0.07897201
"Tulare","L8_valley_20160503to20160511_water.tif","2016-05-03","2016-05-11",6927543900,117116100,25.6834863966174,1.69058618307709,455997671.778021,0.07897201
"Yolo","L8_valley_20160503to20160511_water.tif","2016-05-03","2016-05-11",1978630200,102392550,96.2422674693298,5.17492101353755,106390417.321194,0.07897201
"American","L8_valley_20160510to20160519_water.tif","2016-05-10","2016-05-19",1997040600,274826700,95.019171971231,13.7616981848041,289232893.003119,0.07897201
"Butte","L8_valley_20160510to20160519_water.tif","2016-05-10","2016-05-19",1861588800,441718200,75.6940895639858,23.7280219992729,583557055.173517,0.07897201
"Colusa","L8_valley_20160510to20160519_water.tif","2016-05-10","2016-05-19",3597516900,625129200,77.4036303108576,17.3766855688711,807622584.999494,0.07897201
"Delta","L8_valley_20160510to20160519_water.tif","2016-05-10","2016-05-19",6594966900,343096350,96.6384608256491,5.20239684599478,355030851.142176,0.07897201
"San Joaquin","L8_valley_20160510to20160519_water.tif","2016-05-10","2016-05-19",9869069700,285923250,85.6944682765264,2.89716517049221,333654267.01448,0.07897201
"Suisun","L8_valley_20160510to20160519_water.tif","2016-05-10","2016-05-19",603591300,144777600,98.0367931884911,23.9860316078114,147676801.016576,0.07897201
"Sutter","L8_valley_20160510to20160519_water.tif","2016-05-10","2016-05-19",920781900,198207900,95.8715634267636,21.5260421604725,206743160.240013,0.07897201
"Tulare","L8_valley_20160510to20160519_water.tif","2016-05-10","2016-05-19",7171414200,118488600,26.5876220647564,1.65223478515576,445653243.119715,0.07897201
"Yolo","L8_valley_20160510to20160519_water.tif","2016-05-10","2016-05-19",1978630200,102392550,96.2422674693298,5.17492101353755,106390417.321194,0.07897201
"American","L8_valley_20160519to20160527_water.tif","2016-05-19","2016-05-27",2075849100,401506200,98.7688796207874,19.3417816352836,406510837.767463,0.07897201
"Butte","L8_valley_20160519to20160527_water.tif","2016-05-19","2016-05-27",1830217500,586413000,74.4185006734968,32.0406181232558,787993569.734526,0.07897201
"Colusa","L8_valley_20160519to20160527_water.tif","2016-05-19","2016-05-27",3333180600,831685500,71.716210401047,24.9517082872737,1159689692.67771,0.07897201
"Delta","L8_valley_20160519to20160527_water.tif","2016-05-19","2016-05-27",6496080300,349932600,95.1894393271058,5.38682688389797,367617040.791157,0.07897201
"San Joaquin","L8_valley_20160519to20160527_water.tif","2016-05-19","2016-05-27",9821607300,285707250,85.2823458318822,2.9089663358868,335013357.35208,0.07897201
"Suisun","L8_valley_20160519to20160527_water.tif","2016-05-19","2016-05-27",601201800,135010350,97.6486846830771,22.4567441414846,138261309.343983,0.07897201
"Sutter","L8_valley_20160519to20160527_water.tif","2016-05-19","2016-05-27",934617600,281872800,97.3121327842887,30.1591581412548,289658434.087377,0.07897201
"Tulare","L8_valley_20160519to20160527_water.tif","2016-05-19","2016-05-27",4257991800,43330500,15.7862694269189,1.01762760557688,274482202.401237,0.07897201
"Yolo","L8_valley_20160519to20160527_water.tif","2016-05-19","2016-05-27",1973348100,134663400,95.9853416016261,6.82410771824799,140295796.996693,0.07897201
"American","L8_valley_20160526to20160604_water.tif","2016-05-26","2016-06-04",2075849100,401506200,98.7688796207874,19.3417816352836,406510837.767463,0.07897201
"Butte","L8_valley_20160526to20160604_water.tif","2016-05-26","2016-06-04",1830217500,586413000,74.4185006734968,32.0406181232558,787993569.734526,0.07897201
"Colusa","L8_valley_20160526to20160604_water.tif","2016-05-26","2016-06-04",3333180600,831685500,71.716210401047,24.9517082872737,1159689692.67771,0.07897201
"Delta","L8_valley_20160526to20160604_water.tif","2016-05-26","2016-06-04",5868691200,335756250,85.9960774979829,5.72114358308715,390432051.982691,0.07897201
"San Joaquin","L8_valley_20160526to20160604_water.tif","2016-05-26","2016-06-04",1675330200,14553000,14.5471189322542,0.86866457728751,100040427.714747,0.07897201
"Suisun","L8_valley_20160526to20160604_water.tif","2016-05-26","2016-06-04",601201800,135010350,97.6486846830771,22.4567441414846,138261309.343983,0.07897201
"Sutter","L8_valley_20160526to20160604_water.tif","2016-05-26","2016-06-04",934617600,281872800,97.3121327842887,30.1591581412548,289658434.087377,0.07897201
"Tulare","L8_valley_20160526to20160604_water.tif","2016-05-26","2016-06-04",3969509400,34467300,14.7167368619844,0.868301256573419,234204771.908605,0.07897201
"Yolo","L8_valley_20160526to20160604_water.tif","2016-05-26","2016-06-04",1973348100,134663400,95.9853416016261,6.82410771824799,140295796.996693,0.07897201
"American","L8_valley_20160604to20160612_water.tif","2016-06-04","2016-06-12",199879200,2457000,9.51025035658868,1.22924246244732,25835282.0154497,0.07897201
"Butte","L8_valley_20160604to20160612_water.tif","2016-06-04","2016-06-12",387230400,14414400,15.7451809870676,3.72243501543267,91548010.8602075,0.07897201
"Colusa","L8_valley_20160604to20160612_water.tif","2016-06-04","2016-06-12",1769187600,136342800,38.0655732127216,7.70652021300624,358178764.938272,0.07897201
"Delta","L8_valley_20160604to20160612_water.tif","2016-06-04","2016-06-12",3623069700,272525850,53.0901647545868,7.52195990046783,513326434.867496,0.07897201
"San Joaquin","L8_valley_20160604to20160612_water.tif","2016-06-04","2016-06-12",740858400,11290500,6.43297378436775,1.52397543174242,175509808.969471,0.07897201
"Suisun","L8_valley_20160604to20160612_water.tif","2016-06-04","2016-06-12",159275700,30379950,25.8699534947773,19.0738135195764,117433338.278452,0.07897201
"Sutter","L8_valley_20160604to20160612_water.tif","2016-06-04","2016-06-12",2550600,126900,0.265567785027381,4.97529992942837,47784410.2916761,0.07897201
"Tulare","L8_valley_20160604to20160612_water.tif","2016-06-04","2016-06-12",7266444300,102314700,26.9399409119339,1.40804354613989,379788138.119771,0.07897201
"Yolo","L8_valley_20160604to20160612_water.tif","2016-06-04","2016-06-12",469039500,16759800,22.8144829754851,3.57321718106897,73461230.8243361,0.07897201
"American","L8_valley_20160611to20160620_water.tif","2016-06-11","2016-06-20",199879200,2457000,9.51025035658868,1.22924246244732,25835282.0154497,0.07897201
"Butte","L8_valley_20160611to20160620_water.tif","2016-06-11","2016-06-20",387230400,14414400,15.7451809870676,3.72243501543267,91548010.8602075,0.07897201
"Colusa","L8_valley_20160611to20160620_water.tif","2016-06-11","2016-06-20",1769187600,136342800,38.0655732127216,7.70652021300624,358178764.938272,0.07897201
"Delta","L8_valley_20160611to20160620_water.tif","2016-06-11","2016-06-20",4145697000,297976200,60.7484136318426,7.18760198827845,490508611.14801,0.07897201
"San Joaquin","L8_valley_20160611to20160620_water.tif","2016-06-11","2016-06-20",5606059500,201046950,48.6781735850005,3.58624359944806,413012517.096471,0.07897201
"Suisun","L8_valley_20160611to20160620_water.tif","2016-06-11","2016-06-20",159275700,30379950,25.8699534947773,19.0738135195764,117433338.278452,0.07897201
"Sutter","L8_valley_20160611to20160620_water.tif","2016-06-11","2016-06-20",2550600,126900,0.265567785027381,4.97529992942837,47784410.2916761,0.07897201
"Tulare","L8_valley_20160611to20160620_water.tif","2016-06-11","2016-06-20",7666319700,161257950,28.4224568720625,2.10345976048977,567361050.896716,0.07897201
"Yolo","L8_valley_20160611to20160620_water.tif","2016-06-11","2016-06-20",469039500,16759800,22.8144829754851,3.57321718106897,73461230.8243361,0.07897201
"American","L8_valley_20160620to20160628_water.tif","2016-06-20","2016-06-28",606961800,73877400,28.8792364332342,12.1716720887542,255814935.311039,0.07897201
"Butte","L8_valley_20160620to20160628_water.tif","2016-06-20","2016-06-28",1173524400,136143000,47.7166928803626,11.6012074397431,285315246.681793,0.07897201
"Colusa","L8_valley_20160620to20160628_water.tif","2016-06-20","2016-06-28",1677124800,119654100,36.0847639115666,7.13447800664566,331591749.618309,0.07897201
"Delta","L8_valley_20160620to20160628_water.tif","2016-06-20","2016-06-28",1859074200,255124800,27.2416938512117,13.7232177177221,936523262.442624,0.07897201
"San Joaquin","L8_valley_20160620to20160628_water.tif","2016-06-20","2016-06-28",5396076900,200559150,46.8548662418249,3.71675855842603,428043373.264336,0.07897201
"Suisun","L8_valley_20160620to20160628_water.tif","2016-06-20","2016-06-28",258853500,122935050,42.0436262842375,47.4921335813501,292398779.23206,0.07897201
"Sutter","L8_valley_20160620to20160628_water.tif","2016-06-20","2016-06-28",568802700,72569700,59.2235839240155,12.7583255142776,122535137.510603,0.07897201
"Tulare","L8_valley_20160620to20160628_water.tif","2016-06-20","2016-06-28",4291959600,120866850,15.9122031693558,2.81612273330811,759585889.606846,0.07897201
"Yolo","L8_valley_20160620to20160628_water.tif","2016-06-20","2016-06-28",598678200,72005850,29.1202203688476,12.027471519758,247270965.287855,0.07897201
"American","L8_valley_20160627to20160706_water.tif","2016-06-27","2016-07-06",606961800,73877400,28.8792364332342,12.1716720887542,255814935.311039,0.07897201
"Butte","L8_valley_20160627to20160706_water.tif","2016-06-27","2016-07-06",1173524400,136143000,47.7166928803626,11.6012074397431,285315246.681793,0.07897201
"Colusa","L8_valley_20160627to20160706_water.tif","2016-06-27","2016-07-06",1677124800,119654100,36.0847639115666,7.13447800664566,331591749.618309,0.07897201
"Delta","L8_valley_20160627to20160706_water.tif","2016-06-27","2016-07-06",3389058900,263997150,49.6611189577718,7.78968904907495,531597264.702159,0.07897201
"San Joaquin","L8_valley_20160627to20160706_water.tif","2016-06-27","2016-07-06",5547079800,142679250,48.166044865248,2.57215066565294,296223720.255975,0.07897201
"Suisun","L8_valley_20160627to20160706_water.tif","2016-06-27","2016-07-06",258853500,122935050,42.0436262842375,47.4921335813501,292398779.23206,0.07897201
"Sutter","L8_valley_20160627to20160706_water.tif","2016-06-27","2016-07-06",568802700,72569700,59.2235839240155,12.7583255142776,122535137.510603,0.07897201
"Tulare","L8_valley_20160627to20160706_water.tif","2016-06-27","2016-07-06",3885586200,65649600,14.4055962331158,1.68956745831556,455722893.642429,0.07897201
"Yolo","L8_valley_20160627to20160706_water.tif","2016-06-27","2016-07-06",598678200,72005850,29.1202203688476,12.027471519758,247270965.287855,0.07897201
"American","L8_valley_20160706to20160714_water.tif","2016-07-06","2016-07-14",711016200,35811900,33.8301437547795,5.03672068231357,105857959.870302,0.07897201
"Butte","L8_valley_20160706to20160714_water.tif","2016-07-06","2016-07-14",1298519100,49332600,52.7991042146076,3.799143193196,93434539.721512,0.07897201
"Colusa","L8_valley_20160706to20160714_water.tif","2016-07-06","2016-07-14",1984670100,45736200,42.7018621398034,2.30447367549902,107105867.772844,0.07897201
"Delta","L8_valley_20160706to20160714_water.tif","2016-07-06","2016-07-14",3679996500,268483800,53.9243339650084,7.29576237368704,497889876.90459,0.07897201
"San Joaquin","L8_valley_20160706to20160714_water.tif","2016-07-06","2016-07-14",5554847700,142240050,48.2334945925638,2.56064716229754,294898910.397277,0.07897201
"Suisun","L8_valley_20160706to20160714_water.tif","2016-07-06","2016-07-14",258786000,119693250,42.0326627671354,46.2518258329276,284762473.086968,0.07897201
"Sutter","L8_valley_20160706to20160714_water.tif","2016-07-06","2016-07-14",682014600,31161600,71.011176459788,4.56905174757256,43882669.6775628,0.07897201
"Tulare","L8_valley_20160706to20160714_water.tif","2016-07-06","2016-07-14",3876024600,59446800,14.370147129209,1.53370543623485,413682612.053202,0.07897201
"Yolo","L8_valley_20160706to20160714_water.tif","2016-07-06","2016-07-14",844548300,42915600,41.0795526012732,5.08148557045228,104469492.198583,0.07897201
"American","L8_valley_20160713to20160722_water.tif","2016-07-13","2016-07-22",711016200,35811900,33.8301437547795,5.03672068231357,105857959.870302,0.07897201
"Butte","L8_valley_20160713to20160722_water.tif","2016-07-13","2016-07-22",1298519100,49332600,52.7991042146076,3.799143193196,93434539.721512,0.07897201
"Colusa","L8_valley_20160713to20160722_water.tif","2016-07-13","2016-07-22",1984670100,45736200,42.7018621398034,2.30447367549902,107105867.772844,0.07897201
"Delta","L8_valley_20160713to20160722_water.tif","2016-07-13","2016-07-22",2601873000,259758000,38.126196203322,9.98350034763418,681311082.319214,0.07897201
"San Joaquin","L8_valley_20160713to20160722_water.tif","2016-07-13","2016-07-22",4715920800,119481750,40.9489787462146,2.53358262505172,291782002.038439,0.07897201
"Suisun","L8_valley_20160713to20160722_water.tif","2016-07-13","2016-07-22",258786000,119693250,42.0326627671354,46.2518258329276,284762473.086968,0.07897201
"Sutter","L8_valley_20160713to20160722_water.tif","2016-07-13","2016-07-22",682014600,31161600,71.011176459788,4.56905174757256,43882669.6775628,0.07897201
"Tulare","L8_valley_20160713to20160722_water.tif","2016-07-13","2016-07-22",3898388700,60046200,14.4530607947756,1.54028252749655,415456634.775279,0.07897201
"Yolo","L8_valley_20160713to20160722_water.tif","2016-07-13","2016-07-22",844548300,42915600,41.0795526012732,5.08148557045228,104469492.198583,0.07897201
"American","L8_valley_20160722to20160730_water.tif","2016-07-22","2016-07-30",815495400,25443900,38.801263056118,3.12005438657287,65574927.1955416,0.07897201
"Butte","L8_valley_20160722to20160730_water.tif","2016-07-22","2016-07-30",1353314700,50763600,55.0271489117568,3.75105657242916,92251917.469695,0.07897201
"Colusa","L8_valley_20160722to20160730_water.tif","2016-07-22","2016-07-30",2142214200,36707400,46.0915572025442,1.71352612637896,79640181.9072708,0.07897201
"Delta","L8_valley_20160722to20160730_water.tif","2016-07-22","2016-07-30",3084597000,239405850,45.1997274387252,7.76133316605054,529662154.101591,0.07897201
"San Joaquin","L8_valley_20160722to20160730_water.tif","2016-07-22","2016-07-30",4745106000,121509000,41.2023977888974,2.56072256341586,294907594.025371,0.07897201
"Suisun","L8_valley_20160722to20160730_water.tif","2016-07-22","2016-07-30",385834500,118028700,62.6681946566905,30.5904992943866,188339077.975017,0.07897201
"Sutter","L8_valley_20160722to20160730_water.tif","2016-07-22","2016-07-30",732867300,22101300,76.3059458872411,3.01573013286307,28964060.0650696,0.07897201
"Tulare","L8_valley_20160722to20160730_water.tif","2016-07-22","2016-07-30",5133892500,68615550,19.033622895619,1.33652097312127,360496529.621763,0.07897201
"Yolo","L8_valley_20160722to20160730_water.tif","2016-07-22","2016-07-30",1109332800,37802700,53.9588974483967,3.40769695081584,70058325.4803389,0.07897201
"American","L8_valley_20160729to20160807_water.tif","2016-07-29","2016-08-07",815495400,25443900,38.801263056118,3.12005438657287,65574927.1955416,0.07897201
"Butte","L8_valley_20160729to20160807_water.tif","2016-07-29","2016-08-07",1353314700,50763600,55.0271489117568,3.75105657242916,92251917.469695,0.07897201
"Colusa","L8_valley_20160729to20160807_water.tif","2016-07-29","2016-08-07",2142214200,36707400,46.0915572025442,1.71352612637896,79640181.9072708,0.07897201
"Delta","L8_valley_20160729to20160807_water.tif","2016-07-29","2016-08-07",3607740000,242116200,52.8655330565992,6.71102130419598,457984978.115674,0.07897201
"San Joaquin","L8_valley_20160729to20160807_water.tif","2016-07-29","2016-08-07",5523154200,124619850,47.9582956414081,2.25631668947429,259850456.179266,0.07897201
"Suisun","L8_valley_20160729to20160807_water.tif","2016-07-29","2016-08-07",385834500,118028700,62.6681946566905,30.5904992943866,188339077.975017,0.07897201
"Sutter","L8_valley_20160729to20160807_water.tif","2016-07-29","2016-08-07",732867300,22101300,76.3059458872411,3.01573013286307,28964060.0650696,0.07897201
"Tulare","L8_valley_20160729to20160807_water.tif","2016-07-29","2016-08-07",5170080600,68397300,19.1677882776774,1.32294455912351,356834596.71586,0.07897201
"Yolo","L8_valley_20160729to20160807_water.tif","2016-07-29","2016-08-07",1109332800,37802700,53.9588974483967,3.40769695081584,70058325.4803389,0.07897201
"American","L8_valley_20160807to20160815_water.tif","2016-08-07","2016-08-15",822626100,22998600,39.1405416915025,2.79575374523128,58759023.2686868,0.07897201
"Butte","L8_valley_20160807to20160815_water.tif","2016-08-07","2016-08-15",1300223700,45579600,52.8684149802668,3.50551985785215,86213290.1412168,0.07897201
"Colusa","L8_valley_20160807to20160815_water.tif","2016-08-07","2016-08-15",1923343200,32169600,41.3823618212056,1.67258760682961,77737467.3272402,0.07897201
"Delta","L8_valley_20160807to20160815_water.tif","2016-08-07","2016-08-15",3651723000,264715200,53.5100320339169,7.24904928440629,494702002.480978,0.07897201
"San Joaquin","L8_valley_20160807to20160815_water.tif","2016-08-07","2016-08-15",5506272000,123236550,47.8117052133014,2.23811228359224,257753931.699794,0.07897201
"Suisun","L8_valley_20160807to20160815_water.tif","2016-08-07","2016-08-15",434934000,124684200,70.6430569967512,28.6673840168853,176498873.775712,0.07897201
"Sutter","L8_valley_20160807to20160815_water.tif","2016-08-07","2016-08-15",735983100,21965400,76.6303621440388,2.98449787773659,28664095.2560195,0.07897201
"Tulare","L8_valley_20160807to20160815_water.tif","2016-08-07","2016-08-15",4952430900,62734050,18.360864035858,1.2667324646569,341672646.110134,0.07897201
"Yolo","L8_valley_20160807to20160815_water.tif","2016-08-07","2016-08-15",920139300,33348150,44.7563635790265,3.62425015429729,74510409.9914575,0.07897201
"American","L8_valley_20160814to20160823_water.tif","2016-08-14","2016-08-23",822626100,22998600,39.1405416915025,2.79575374523128,58759023.2686868,0.07897201
"Butte","L8_valley_20160814to20160823_water.tif","2016-08-14","2016-08-23",1300223700,45579600,52.8684149802668,3.50551985785215,86213290.1412168,0.07897201
"Colusa","L8_valley_20160814to20160823_water.tif","2016-08-14","2016-08-23",1923343200,32169600,41.3823618212056,1.67258760682961,77737467.3272402,0.07897201
"Delta","L8_valley_20160814to20160823_water.tif","2016-08-14","2016-08-23",4681409400,271309050,68.5984032627557,5.79545659903191,395503447.741768,0.07897201
"San Joaquin","L8_valley_20160814to20160823_water.tif","2016-08-14","2016-08-23",7979829300,158324850,69.2899381185792,1.98406311774113,228496163.077893,0.07897201
"Suisun","L8_valley_20160814to20160823_water.tif","2016-08-14","2016-08-23",434934000,124684200,70.6430569967512,28.6673840168853,176498873.775712,0.07897201
"Sutter","L8_valley_20160814to20160823_water.tif","2016-08-14","2016-08-23",735983100,21965400,76.6303621440388,2.98449787773659,28664095.2560195,0.07897201
"Tulare","L8_valley_20160814to20160823_water.tif","2016-08-14","2016-08-23",5348802600,66738600,19.8303902217482,1.24772972552773,336547083.812838,0.07897201
"Yolo","L8_valley_20160814to20160823_water.tif","2016-08-14","2016-08-23",920139300,33348150,44.7563635790265,3.62425015429729,74510409.9914575,0.07897201
"American","L8_valley_20160823to20160831_water.tif","2016-08-23","2016-08-31",1805608800,37516500,85.9108488229874,2.07777565107126,43669106.4213553,0.07897201
"Butte","L8_valley_20160823to20160831_water.tif","2016-08-23","2016-08-31",1710222300,54161100,69.5393740822494,3.16690409194173,77885515.5295756,0.07897201
"Colusa","L8_valley_20160823to20160831_water.tif","2016-08-23","2016-08-31",2781624600,44388900,59.8490148029568,1.59579046000672,74168138.1826306,0.07897201
"Delta","L8_valley_20160823to20160831_water.tif","2016-08-23","2016-08-31",5766502500,300188850,84.4986691210319,5.20573519217238,355258672.263848,0.07897201
"San Joaquin","L8_valley_20160823to20160831_water.tif","2016-08-23","2016-08-31",7982407800,157799250,69.3123275831557,1.97683774061255,227664046.934053,0.07897201
"Suisun","L8_valley_20160823to20160831_water.tif","2016-08-23","2016-08-31",608400000,127333350,98.817834146844,20.9292159763314,128856649.307636,0.07897201
"Sutter","L8_valley_20160823to20160831_water.tif","2016-08-23","2016-08-31",915263100,23931000,95.2969474571843,2.61465801472822,25112032.0624665,0.07897201
"Tulare","L8_valley_20160823to20160831_water.tif","2016-08-23","2016-08-31",8107703100,94160700,30.0588614496781,1.1613733117583,313254379.769625,0.07897201
"Yolo","L8_valley_20160823to20160831_water.tif","2016-08-23","2016-08-31",1664543700,44026200,80.9648311189165,2.64494107304002,54376942.9165323,0.07897201
"American","L8_valley_20160830to20160908_water.tif","2016-08-30","2016-09-08",1805608800,37516500,85.9108488229874,2.07777565107126,43669106.4213553,0.07897201
"Butte","L8_valley_20160830to20160908_water.tif","2016-08-30","2016-09-08",1710222300,54161100,69.5393740822494,3.16690409194173,77885515.5295756,0.07897201
"Colusa","L8_valley_20160830to20160908_water.tif","2016-08-30","2016-09-08",2781624600,44388900,59.8490148029568,1.59579046000672,74168138.1826306,0.07897201
"Delta","L8_valley_20160830to20160908_water.tif","2016-08-30","2016-09-08",5673442500,303578550,83.1350269222462,5.35087030493391,365163230.516456,0.07897201
"San Joaquin","L8_valley_20160830to20160908_water.tif","2016-08-30","2016-09-08",7105000500,171249750,61.6936812141426,2.41027076634266,277580696.482645,0.07897201
"Suisun","L8_valley_20160830to20160908_water.tif","2016-08-30","2016-09-08",608400000,127333350,98.817834146844,20.9292159763314,128856649.307636,0.07897201
"Sutter","L8_valley_20160830to20160908_water.tif","2016-08-30","2016-09-08",915263100,23931000,95.2969474571843,2.61465801472822,25112032.0624665,0.07897201
"Tulare","L8_valley_20160830to20160908_water.tif","2016-08-30","2016-09-08",8043264000,92695050,29.8199570454404,1.15245564487253,310849039.315345,0.07897201
"Yolo","L8_valley_20160830to20160908_water.tif","2016-08-30","2016-09-08",1664543700,44026200,80.9648311189165,2.64494107304002,54376942.9165323,0.07897201
"American","L8_valley_20160908to20160916_water.tif","2016-09-08","2016-09-16",2067056100,41823000,98.3505087678649,2.02331228455773,42524436.857479,0.07897201
"Butte","L8_valley_20160908to20160916_water.tif","2016-09-08","2016-09-16",1870775100,67835700,76.0676138433334,3.62607456128746,89178162.1278569,0.07897201
"Colusa","L8_valley_20160908to20160916_water.tif","2016-09-08","2016-09-16",3143606400,52839900,67.6373605440035,1.68086882632635,78122356.6014576,0.07897201
"Delta","L8_valley_20160908to20160916_water.tif","2016-09-08","2016-09-16",6327504000,314159850,92.7192291788664,4.9649885642111,338829229.688642,0.07897201
"San Joaquin","L8_valley_20160908to20160916_water.tif","2016-09-08","2016-09-16",7320372300,171751500,63.5637837105064,2.34621263729988,270203392.520215,0.07897201
